epoch,batch,generator_loss,discriminator_loss,discriminator_real_loss,discriminator_fake_loss,w_gap,gradient_penalty,drift_penalty
1.0,1.0,0.37153205275535583,1860.3978271484375,-1.5851980447769165,-0.4740926921367645,-1.111105352640152,185.92819213867188,0.004807132761925459
1.0,2.0,-12.662424087524414,1129.598876953125,-1.6291546821594238,13.448812484741211,-15.077967166900635,111.45164489746094,0.00439632311463356
1.0,3.0,-24.150104522705078,784.3821411132812,-0.741307258605957,24.952634811401367,-25.693942070007324,75.86863708496094,0.001785222440958023
1.0,4.0,-33.445316314697266,430.8545837402344,1.7078584432601929,34.934539794921875,-33.22668135166168,39.76240921020508,0.003824524348601699
1.0,5.0,-37.29341125488281,332.702392578125,3.6355509757995605,40.02903747558594,-36.39348649978638,29.629478454589844,0.014085887931287289
1.0,6.0,-40.09688949584961,281.4538879394531,6.361743927001953,43.58001708984375,-37.2182731628418,24.41945457458496,0.04108139127492905
1.0,7.0,-42.846412658691406,176.68563842773438,8.831475257873535,46.4969596862793,-37.66548442840576,13.894150733947754,0.07864589244127274
1.0,8.0,-42.553794860839844,175.9717254638672,11.024218559265137,47.322235107421875,-36.29801654815674,13.955105781555176,0.12264279276132584
1.0,9.0,-42.964210510253906,101.08111572265625,13.736191749572754,47.23393249511719,-33.497740745544434,6.739374160766602,0.18963687121868134
1.0,10.0,-42.14472579956055,135.3774871826172,15.631570816040039,47.11012268066406,-31.478551864624023,10.365280151367188,0.24614349007606506
1.0,11.0,-40.45184326171875,80.04196166992188,17.887996673583984,45.11321258544922,-27.225215911865234,5.249373435974121,0.32300952076911926
1.0,12.0,-44.394474029541016,93.61141204833984,19.906890869140625,50.03648376464844,-30.129592895507812,6.308349609375,0.39832454919815063
1.0,13.0,-43.714107513427734,76.38116455078125,22.36324691772461,49.346412658691406,-26.983165740966797,4.889528751373291,0.5027139782905579
1.0,14.0,-42.43602752685547,92.74057006835938,24.669095993041992,48.636474609375,-23.967378616333008,6.816292762756348,0.6102667450904846
1.0,15.0,-41.02756118774414,61.838966369628906,26.889623641967773,46.243858337402344,-19.35423469543457,4.175723552703857,0.7274917364120483
1.0,16.0,-40.24085998535156,59.62269973754883,28.676475524902344,46.181610107421875,-17.50513458251953,4.129070281982422,0.8268633484840393
1.0,17.0,-35.936283111572266,38.0390739440918,30.009292602539062,40.8827018737793,-10.873409271240234,2.6258091926574707,0.9075728058815002
1.0,18.0,-37.66895294189453,36.01157760620117,31.425891876220703,42.686283111572266,-11.260391235351562,2.375678062438965,0.9944032430648804
1.0,19.0,-37.11717224121094,34.1369743347168,32.758384704589844,42.49557876586914,-9.737194061279297,2.3320541381835938,1.0792371034622192
1.0,20.0,-36.193458557128906,27.593399047851562,34.271995544433594,41.65668487548828,-7.3846893310546875,1.9028043746948242,1.1806656122207642
1.0,21.0,-35.519264221191406,23.820293426513672,35.202579498291016,41.175148010253906,-5.972568511962891,1.6601390838623047,1.246333122253418
1.0,22.0,-35.39282989501953,23.697683334350586,35.72563171386719,40.942588806152344,-5.216957092285156,1.7191946506500244,1.288779854774475
1.0,23.0,-35.638153076171875,19.671024322509766,36.51176452636719,41.54186248779297,-5.030097961425781,1.3292473554611206,1.348453164100647
1.0,24.0,-34.00688171386719,15.577993392944336,37.570777893066406,39.685691833496094,-2.1149139404296875,1.2044854164123535,1.4182251691818237
1.0,25.0,-32.8946418762207,16.036975860595703,37.920162200927734,38.68714141845703,-0.7669792175292969,1.3824232816696167,1.445764422416687
1.0,26.0,-32.327613830566406,11.060932159423828,38.23134994506836,37.16960906982422,1.0617408752441406,1.0651519298553467,1.4711531400680542
1.0,27.0,-33.49394607543945,8.387645721435547,37.87542724609375,37.933837890625,-0.05841064453125,0.6881825923919678,1.447408676147461
1.0,28.0,-34.57065200805664,10.299250602722168,37.75030517578125,39.40683364868164,-1.6565284729003906,0.7203952074050903,1.4387701749801636
1.0,29.0,-34.151939392089844,9.442174911499023,38.19282531738281,39.474403381347656,-1.2815780639648438,0.6694305539131165,1.466291069984436
1.0,30.0,-32.3837890625,6.583645820617676,38.03996658325195,37.73309326171875,0.3068733215332031,0.5432265996932983,1.4582529067993164
1.0,31.0,-33.593666076660156,5.722792148590088,38.11690139770508,38.261817932128906,-0.14491653442382812,0.41158396005630493,1.4620362520217896
1.0,32.0,-34.202903747558594,8.384035110473633,37.779998779296875,39.362281799316406,-1.5822830200195312,0.5362468957901001,1.439283013343811
1.0,33.0,-33.10173034667969,8.322895050048828,37.458282470703125,38.765506744384766,-1.3072242736816406,0.5604194402694702,1.411475658416748
1.0,34.0,-31.172637939453125,5.19303560256958,37.09202194213867,36.12034606933594,0.9716758728027344,0.47798776626586914,1.3848336935043335
1.0,35.0,-31.785865783691406,5.077291488647461,36.51612091064453,36.324859619140625,0.19126129150390625,0.39270198345184326,1.3415327072143555
1.0,36.0,-31.901151657104492,5.462067604064941,36.09700393676758,36.454551696777344,-0.3575477600097656,0.37952613830566406,1.3092586994171143
1.0,37.0,-30.36504554748535,5.324673652648926,35.78900146484375,35.78253936767578,0.00646209716796875,0.40451475977897644,1.2859880924224854
1.0,38.0,-28.941377639770508,1.9009634256362915,35.156959533691406,33.330108642578125,1.8268508911132812,0.24849140644073486,1.2429002523422241
1.0,39.0,-29.708316802978516,1.4004219770431519,35.023468017578125,33.649085998535156,1.3743820190429688,0.15422524511814117,1.2325515747070312
1.0,40.0,-29.464454650878906,3.5543415546417236,34.67169189453125,34.300472259521484,0.3712196350097656,0.27173614501953125,1.2081997394561768
1.0,41.0,-26.90829849243164,2.4245338439941406,33.4428825378418,31.891386032104492,1.5514965057373047,0.28408950567245483,1.1351350545883179
1.0,42.0,-26.30575942993164,0.6539160013198853,33.14488983154297,31.00739288330078,2.1374969482421875,0.16873958706855774,1.1040171384811401
1.0,43.0,-26.32286262512207,0.8776088953018188,32.87617111206055,30.740182876586914,2.135988235473633,0.19228020310401917,1.0907951593399048
1.0,44.0,-25.551870346069336,0.913748025894165,32.33576965332031,30.3145809173584,2.021188735961914,0.18828031420707703,1.052133560180664
