epoch,batch,generator_loss,discriminator_loss
2.0,2.0,1.0416442155838013,-54.10438919067383
2.0,3.0,-44.8516845703125,-58.875213623046875
2.0,4.0,18.76261329650879,-78.72120666503906
2.0,5.0,0.9611257910728455,-39.74480438232422
2.0,6.0,-6.487516403198242,-17.837018966674805
2.0,7.0,0.3132650554180145,-45.55815505981445
2.0,8.0,9.952695846557617,-29.130247116088867
2.0,9.0,-0.08204646408557892,-28.410232543945312
2.0,10.0,-24.829090118408203,-25.620819091796875
2.0,11.0,22.983631134033203,-32.440582275390625
2.0,12.0,-75.95999908447266,-41.034698486328125
2.0,13.0,8.826913833618164,-46.01300811767578
2.0,14.0,-10.815313339233398,-29.233041763305664
2.0,15.0,-3.353207588195801,-67.93761444091797
2.0,16.0,-1.5856573581695557,-96.7061996459961
2.0,17.0,-17.029321670532227,-13.408546447753906
2.0,18.0,8.739540100097656,-3.701932430267334
2.0,19.0,2.721771717071533,-27.65973663330078
2.0,20.0,15.386967658996582,-36.51539993286133
2.0,21.0,-40.62834167480469,-48.0123405456543
2.0,22.0,21.91695213317871,-33.10327911376953
2.0,23.0,-64.43929290771484,-35.89257049560547
2.0,24.0,8.602010726928711,-56.82660675048828
2.0,25.0,2.1499881744384766,-91.31775665283203
2.0,26.0,7.873631477355957,-1.5880117416381836
2.0,27.0,-27.451248168945312,-21.24776268005371
2.0,28.0,30.277170181274414,-64.30560302734375
2.0,29.0,-88.0093002319336,-74.50250244140625
2.0,30.0,14.49797534942627,-56.32682800292969
2.0,31.0,0.4589426517486572,-31.198348999023438
2.0,32.0,-8.658950805664062,-73.4336929321289
2.0,33.0,-2.6821863651275635,-35.754913330078125
2.0,34.0,-48.24223327636719,-58.679256439208984
2.0,35.0,10.728778839111328,-62.15972900390625
2.0,36.0,8.952709197998047,-2.7615044116973877
2.0,37.0,-13.887655258178711,-21.093435287475586
2.0,38.0,11.21143913269043,-58.32182312011719
2.0,39.0,9.401388168334961,-95.2074203491211
2.0,40.0,-51.33689498901367,-49.980159759521484
3.0,1.0,12.888506889343262,-31.642047882080078
3.0,2.0,34.20637512207031,-44.37584686279297
3.0,3.0,-49.38062286376953,-96.28738403320312
3.0,4.0,14.398030281066895,-53.097965240478516
3.0,5.0,-23.92292022705078,-68.21453857421875
3.0,6.0,29.853992462158203,-72.50790405273438
3.0,7.0,-11.270320892333984,-81.1924057006836
3.0,8.0,48.593807220458984,-57.942283630371094
3.0,9.0,-14.901227951049805,-57.1998291015625
3.0,10.0,36.59031295776367,-69.25212097167969
3.0,11.0,-50.33718490600586,-102.87651062011719
3.0,12.0,19.606056213378906,-86.06614685058594
3.0,13.0,-39.70775604248047,-133.83021545410156
3.0,14.0,28.478439331054688,-124.027587890625
3.0,15.0,-15.520283699035645,-135.5115509033203
3.0,16.0,33.260032653808594,-41.5883674621582
3.0,17.0,-33.5915641784668,-92.548583984375
3.0,18.0,50.68341827392578,-98.81488800048828
3.0,19.0,-18.295551300048828,-88.88088989257812
3.0,20.0,19.27768325805664,-90.8587646484375
3.0,21.0,7.403443813323975,-16.649696350097656
3.0,22.0,8.875626564025879,-89.63592529296875
3.0,23.0,56.969966888427734,-106.3817367553711
3.0,24.0,-51.47420120239258,-110.17911529541016
3.0,25.0,-5.421235084533691,-42.22502517700195
3.0,26.0,-19.442533493041992,-40.850826263427734
3.0,27.0,36.528770446777344,-101.69029235839844
3.0,28.0,-36.23999786376953,-139.54759216308594
3.0,29.0,22.48995590209961,-79.0547103881836
3.0,30.0,-29.33336639404297,-106.78018188476562
3.0,31.0,39.668636322021484,-138.1422576904297
3.0,32.0,-46.347042083740234,-109.78557586669922
3.0,33.0,20.426319122314453,-16.804481506347656
3.0,34.0,-3.9390921592712402,-93.89306640625
3.0,35.0,66.87007141113281,-123.85144805908203
3.0,36.0,-11.99842643737793,-142.26983642578125
3.0,37.0,39.603729248046875,-52.89085006713867
3.0,38.0,-47.46783447265625,-124.44135284423828
3.0,39.0,34.83204650878906,-74.97372436523438
3.0,40.0,-64.09465789794922,-109.65980529785156
4.0,1.0,34.14097595214844,-129.08151245117188
4.0,2.0,-32.34287643432617,-40.932960510253906
4.0,3.0,36.55772399902344,-94.3883285522461
4.0,4.0,-16.815563201904297,-164.98631286621094
4.0,5.0,44.585235595703125,-141.4559783935547
4.0,6.0,-8.386937141418457,-159.55804443359375
4.0,7.0,46.732635498046875,-69.43568420410156
4.0,8.0,-34.615089416503906,-127.68524932861328
4.0,9.0,57.197837829589844,-145.78773498535156
4.0,10.0,-60.45028305053711,-172.91604614257812
4.0,11.0,25.793338775634766,-82.39927673339844
4.0,12.0,-9.73796558380127,-135.98956298828125
4.0,13.0,16.041793823242188,-220.5449981689453
4.0,14.0,22.69330596923828,-163.6654815673828
4.0,15.0,8.58194351196289,4.580557823181152
4.0,16.0,8.675983428955078,-7.79155969619751
4.0,17.0,16.449644088745117,-45.74958801269531
4.0,18.0,38.6583251953125,-80.72500610351562
4.0,19.0,21.611177444458008,-241.1831512451172
4.0,20.0,39.04292678833008,-68.98336791992188
4.0,21.0,-25.867008209228516,-111.1748046875
4.0,22.0,20.689308166503906,-137.73619079589844
4.0,23.0,-38.80837631225586,-154.3911895751953
4.0,24.0,38.721046447753906,-149.39451599121094
4.0,25.0,-12.93218994140625,-62.619693756103516
4.0,26.0,53.94762420654297,-71.5511245727539
4.0,27.0,-32.60885238647461,-137.60223388671875
4.0,28.0,61.79244613647461,-206.8593292236328
4.0,29.0,-26.992130279541016,-165.9987030029297
4.0,30.0,37.7813606262207,-81.50003814697266
4.0,31.0,-22.810359954833984,-87.96566772460938
4.0,32.0,30.403987884521484,-94.68217468261719
4.0,33.0,-52.01762390136719,-177.05300903320312
4.0,34.0,16.741647720336914,-103.8401107788086
4.0,35.0,-49.282352447509766,-141.34523010253906
4.0,36.0,58.99266052246094,-247.60353088378906
4.0,37.0,-26.57335662841797,-252.70458984375
4.0,38.0,-17.987871170043945,-2.7964935302734375
4.0,39.0,45.73731994628906,-91.48058319091797
4.0,40.0,9.251832962036133,-156.86053466796875
5.0,1.0,101.35235595703125,-119.21739196777344
5.0,2.0,-27.2532958984375,-111.84567260742188
5.0,3.0,-12.881031036376953,-54.760948181152344
5.0,4.0,20.532398223876953,-75.99649047851562
5.0,5.0,21.606685638427734,-112.60238647460938
5.0,6.0,24.805313110351562,-142.76718139648438
5.0,7.0,82.3033218383789,-151.34841918945312
5.0,8.0,-136.96331787109375,-194.8150634765625
5.0,9.0,44.61238098144531,-112.9258041381836
5.0,10.0,-100.49322509765625,-118.4095458984375
5.0,11.0,49.983917236328125,-192.76455688476562
5.0,12.0,7.132719039916992,-156.3330078125
5.0,13.0,41.756019592285156,-258.41729736328125
5.0,14.0,-31.451200485229492,-287.40228271484375
5.0,15.0,17.10332489013672,-133.73382568359375
5.0,16.0,-132.11981201171875,-212.67620849609375
5.0,17.0,75.49716186523438,-216.11819458007812
5.0,18.0,-47.08800506591797,-255.8292999267578
5.0,19.0,18.506240844726562,-1.5129852294921875
5.0,20.0,-96.47077941894531,-148.33995056152344
5.0,21.0,79.17538452148438,-96.00022888183594
5.0,22.0,-89.17500305175781,-164.9092254638672
5.0,23.0,63.567039489746094,-220.58766174316406
5.0,24.0,-22.18655014038086,-175.8035888671875
5.0,25.0,64.85128784179688,-170.60379028320312
5.0,26.0,-83.84817504882812,-218.3700408935547
5.0,27.0,69.65930938720703,-173.17706298828125
5.0,28.0,-13.23151683807373,-186.5242156982422
5.0,29.0,109.1042709350586,-186.38453674316406
5.0,30.0,-31.79444122314453,-73.93626403808594
5.0,31.0,84.15054321289062,-166.081298828125
5.0,32.0,-60.0667610168457,-258.196533203125
5.0,33.0,91.71575164794922,-184.62646484375
5.0,34.0,-27.694747924804688,-209.96214294433594
5.0,35.0,38.35230255126953,-84.73918151855469
5.0,36.0,22.294010162353516,-126.87606048583984
5.0,37.0,123.19912719726562,-147.71725463867188
5.0,38.0,-93.86009979248047,-186.3218231201172
5.0,39.0,48.55010986328125,-130.36964416503906
5.0,40.0,-12.464447021484375,-184.176025390625
6.0,1.0,12.014923095703125,-163.48536682128906
6.0,2.0,75.67332458496094,-178.2039031982422
6.0,3.0,6.478732109069824,-205.80804443359375
6.0,4.0,146.77899169921875,-218.91539001464844
6.0,5.0,-0.006702423095703125,-132.85174560546875
6.0,6.0,36.17835998535156,-310.3613586425781
6.0,7.0,-29.142955780029297,-391.1207580566406
6.0,8.0,33.18136978149414,-176.1610870361328
6.0,9.0,-101.36749267578125,-169.5595245361328
6.0,10.0,110.21172332763672,-158.54244995117188
6.0,11.0,-56.87384033203125,-174.87303161621094
6.0,12.0,29.77166748046875,-202.29957580566406
6.0,13.0,-116.4779052734375,-248.22747802734375
6.0,14.0,71.72140502929688,-312.9832763671875
6.0,15.0,-91.86344146728516,-356.3408508300781
6.0,16.0,21.104164123535156,-251.86532592773438
6.0,17.0,140.55252075195312,-195.2974853515625
6.0,18.0,-104.76350402832031,-273.8545227050781
6.0,19.0,24.04713249206543,-307.37469482421875
6.0,20.0,-100.19412231445312,-190.36557006835938
6.0,21.0,75.72595977783203,-73.7192611694336
6.0,22.0,-171.54034423828125,-160.07826232910156
6.0,23.0,76.36473846435547,-73.26451110839844
6.0,24.0,-88.0590591430664,-188.51992797851562
6.0,25.0,110.36102294921875,-145.90957641601562
6.0,26.0,-53.614295959472656,-162.0196990966797
6.0,27.0,126.60938262939453,-178.466796875
6.0,28.0,-47.8725471496582,-266.24072265625
6.0,29.0,53.56291961669922,-136.79547119140625
6.0,30.0,-99.76873779296875,-248.6354522705078
6.0,31.0,100.19010925292969,-159.5202178955078
6.0,32.0,-82.854248046875,-190.0418701171875
6.0,33.0,71.85291290283203,-169.3820037841797
6.0,34.0,-54.85325622558594,-246.36813354492188
6.0,35.0,88.58970642089844,-194.45729064941406
6.0,36.0,-53.44809341430664,-198.8873291015625
6.0,37.0,134.78013610839844,-243.1677703857422
6.0,38.0,-25.95571517944336,-238.37759399414062
6.0,39.0,124.11935424804688,-170.51890563964844
6.0,40.0,-71.53123474121094,-249.91403198242188
7.0,1.0,127.17521667480469,-146.5335235595703
7.0,2.0,-115.42041015625,-202.42132568359375
7.0,3.0,43.442054748535156,-165.52276611328125
7.0,4.0,-159.98004150390625,-228.02452087402344
7.0,5.0,62.68004608154297,-278.1004943847656
7.0,6.0,-18.39105987548828,-207.08126831054688
7.0,7.0,92.364013671875,-164.87142944335938
7.0,8.0,-86.92350769042969,-180.59713745117188
7.0,9.0,106.89278411865234,-172.32040405273438
7.0,10.0,-104.46026611328125,-229.55191040039062
7.0,11.0,96.6448745727539,-256.9641418457031
7.0,12.0,-72.54593658447266,-272.1235046386719
7.0,13.0,92.8832015991211,-155.52413940429688
7.0,14.0,-130.75851440429688,-205.05050659179688
7.0,15.0,101.71498107910156,-257.8016662597656
7.0,16.0,17.894248962402344,-241.8097686767578
7.0,17.0,103.93062591552734,-220.52821350097656
7.0,18.0,-88.6717300415039,-259.4757385253906
7.0,19.0,22.214305877685547,-267.98553466796875
7.0,20.0,-9.511706352233887,45.23398971557617
7.0,21.0,11.096046447753906,39.197113037109375
7.0,22.0,-6.4170708656311035,40.1227912902832
7.0,23.0,4.168769836425781,19.371341705322266
7.0,24.0,0.14989550411701202,2.3316192626953125
7.0,25.0,0.41105568408966064,-0.46440351009368896
7.0,26.0,0.3681076765060425,-0.7947379946708679
7.0,27.0,-0.13395003974437714,-0.8082209229469299
7.0,28.0,-0.4867384433746338,-0.451946496963501
7.0,29.0,-0.7647852897644043,-0.6010850071907043
7.0,30.0,-0.35894519090652466,-0.3646674156188965
7.0,31.0,-0.6518229246139526,-0.5366746187210083
7.0,32.0,-0.6146525740623474,-0.758692741394043
7.0,33.0,0.02404593676328659,-0.9709238409996033
7.0,34.0,-0.4373602271080017,-1.026432991027832
7.0,35.0,0.5574851036071777,-1.2088713645935059
7.0,36.0,-1.5509765148162842,-0.584190845489502
7.0,37.0,-1.213822841644287,-0.8805846571922302
7.0,38.0,-0.15050089359283447,-1.0762765407562256
7.0,39.0,0.18966056406497955,-1.1881345510482788
7.0,40.0,-6.209383487701416,1.3311494588851929
8.0,1.0,0.9259181022644043,0.156402587890625
8.0,2.0,1.6927247047424316,-1.4662094116210938
8.0,3.0,-1.0649440288543701,-1.281072735786438
8.0,4.0,-0.3741120398044586,-1.7693179845809937
8.0,5.0,-1.8387653827667236,-1.8889645338058472
8.0,6.0,-0.8224426507949829,-1.6532609462738037
8.0,7.0,-2.6555373668670654,-1.7734475135803223
8.0,8.0,4.199124336242676,-1.5818846225738525
8.0,9.0,-5.504817485809326,0.3164724111557007
8.0,10.0,15.777685165405273,4.224976062774658
8.0,11.0,-3.3560361862182617,14.251911163330078
8.0,12.0,-0.185239776968956,3.5443572998046875
8.0,13.0,-1.165576696395874,-0.2609914541244507
8.0,14.0,-3.093458652496338,-0.3648356795310974
8.0,15.0,-2.793696880340576,0.34202611446380615
8.0,16.0,-2.525496006011963,0.05809617042541504
8.0,17.0,-2.7264397144317627,-0.5049095153808594
8.0,18.0,2.6310477256774902,-0.5416750907897949
8.0,19.0,0.7223085165023804,-0.36445677280426025
8.0,20.0,-3.0181491374969482,0.29520362615585327
8.0,21.0,-3.0081920623779297,-0.054186344146728516
8.0,22.0,-4.981547832489014,-0.6264925003051758
8.0,23.0,-1.9866676330566406,0.5126185417175293
8.0,24.0,0.2286452203989029,-0.8562576770782471
8.0,25.0,0.5051119327545166,-0.06640622019767761
8.0,26.0,2.2782607078552246,1.4686572551727295
8.0,27.0,-1.8803881406784058,0.3669365644454956
8.0,28.0,-4.923548698425293,-1.4878451824188232
8.0,29.0,12.68222713470459,2.5587329864501953
8.0,30.0,-4.981180667877197,6.5419769287109375
8.0,31.0,-5.1818766593933105,-0.33184003829956055
8.0,32.0,-7.411678791046143,-0.7487812042236328
8.0,33.0,3.9039435386657715,0.8117510080337524
8.0,34.0,-1.598484754562378,1.0126495361328125
8.0,35.0,-3.2036609649658203,-0.35010528564453125
8.0,36.0,2.3826661109924316,1.3560363054275513
8.0,37.0,-3.0509719848632812,0.12507843971252441
8.0,38.0,-4.620494842529297,0.7072741985321045
8.0,39.0,2.9456186294555664,0.1187785267829895
8.0,40.0,-3.018798351287842,0.828865110874176
9.0,1.0,-2.72383451461792,1.3805968761444092
9.0,2.0,-0.10958827286958694,1.3447152376174927
9.0,3.0,-1.1126129627227783,-0.08588385581970215
9.0,4.0,-5.73825216293335,-0.2752208113670349
9.0,5.0,12.060053825378418,1.0285491943359375
9.0,6.0,-0.9278761744499207,2.877267599105835
9.0,7.0,-3.641622543334961,0.28972935676574707
9.0,8.0,-4.615517616271973,-1.2013026475906372
9.0,9.0,3.7164347171783447,-0.7732864618301392
9.0,10.0,-5.353024482727051,-0.07195907831192017
9.0,11.0,-0.9284278154373169,-1.2174581289291382
9.0,12.0,6.953608989715576,1.288619041442871
9.0,13.0,-2.409818172454834,5.691464424133301
9.0,14.0,-5.122206211090088,-1.3563827276229858
9.0,15.0,-0.3632475435733795,0.3815056085586548
9.0,16.0,1.4427807331085205,-1.1650421619415283
9.0,17.0,2.1720223426818848,0.7896076440811157
9.0,18.0,-4.716257572174072,0.5135411620140076
9.0,19.0,-3.7473244667053223,-2.224409341812134
9.0,20.0,0.21306544542312622,-0.5337119102478027
9.0,21.0,-4.226436614990234,0.6251799464225769
9.0,22.0,-0.6015976071357727,-2.034905195236206
9.0,23.0,-4.372337341308594,1.220052719116211
9.0,24.0,4.861207962036133,-0.888241171836853
9.0,25.0,-6.571025848388672,-1.4124321937561035
9.0,26.0,-0.5184946656227112,-1.1514708995819092
9.0,27.0,0.12442462891340256,-1.3157799243927002
9.0,28.0,-2.3371753692626953,-1.8238112926483154
9.0,29.0,-3.50590181350708,-2.894545316696167
9.0,30.0,13.072473526000977,1.4885578155517578
9.0,31.0,-5.539158821105957,1.2903112173080444
9.0,32.0,-5.86651611328125,-2.920271873474121
9.0,33.0,5.940421104431152,-2.973237991333008
9.0,34.0,-9.77779483795166,-1.0088860988616943
9.0,35.0,6.858386516571045,0.7353390455245972
9.0,36.0,-9.191644668579102,-2.9353744983673096
9.0,37.0,2.68654727935791,-1.3833720684051514
9.0,38.0,-4.500088214874268,-1.2206498384475708
9.0,39.0,-10.345588684082031,-3.275242567062378
9.0,40.0,5.219292640686035,-2.2217228412628174
10.0,1.0,-4.1927080154418945,-0.8753664493560791
10.0,2.0,2.657210350036621,-2.35148286819458
10.0,3.0,-6.8629655838012695,-4.57665491104126
10.0,4.0,-0.8863382339477539,-5.113947868347168
10.0,5.0,-9.091598510742188,-5.955678462982178
10.0,6.0,0.3671325743198395,-2.9638071060180664
10.0,7.0,-7.874026298522949,-1.784528136253357
10.0,8.0,6.7763352394104,-2.887772798538208
10.0,9.0,-5.418415069580078,-5.841141223907471
10.0,10.0,-3.2988364696502686,-0.7950887680053711
10.0,11.0,-5.093038558959961,-3.0637452602386475
10.0,12.0,0.5062463283538818,-2.6869874000549316
10.0,13.0,-9.527925491333008,-5.444067001342773
10.0,14.0,7.583191871643066,-5.186244010925293
10.0,15.0,-12.322362899780273,-3.8096508979797363
10.0,16.0,-1.808449625968933,-6.569514274597168
10.0,17.0,-12.040275573730469,-6.258264064788818
10.0,18.0,7.6321892738342285,-5.658440589904785
10.0,19.0,-7.841614723205566,-1.8339284658432007
10.0,20.0,-7.148621082305908,-4.920241355895996
10.0,21.0,-3.1464972496032715,-5.458240985870361
10.0,22.0,-10.961685180664062,-3.5741724967956543
10.0,23.0,11.539701461791992,-3.421788454055786
10.0,24.0,-13.7330961227417,-4.207972049713135
10.0,25.0,-6.880744457244873,-7.617171287536621
10.0,26.0,-9.872342109680176,-6.128923416137695
10.0,27.0,-8.940316200256348,-5.898402214050293
10.0,28.0,-6.913997650146484,-4.808375835418701
10.0,29.0,-17.66489028930664,-4.216854572296143
10.0,30.0,1.2311248779296875,-5.594424247741699
10.0,31.0,2.991767406463623,-5.0216474533081055
10.0,32.0,-16.18385124206543,-6.5499677658081055
10.0,33.0,-4.61236572265625,-7.025998592376709
10.0,34.0,-6.763798713684082,-7.315196990966797
10.0,35.0,-22.251651763916016,-6.588420867919922
10.0,36.0,2.745075225830078,-5.93004035949707
10.0,37.0,-5.71774959564209,-6.992008686065674
10.0,38.0,-15.098752975463867,-5.872271537780762
10.0,39.0,-13.388341903686523,-5.75351619720459
10.0,40.0,1.9643447399139404,-5.792022228240967
11.0,1.0,-3.0632684230804443,6.9107208251953125
11.0,2.0,-4.9377360343933105,-5.659553050994873
11.0,3.0,-14.72233772277832,-2.307323932647705
11.0,4.0,-13.88643741607666,-6.002712726593018
11.0,5.0,-10.948284149169922,-5.499905586242676
11.0,6.0,-15.726634979248047,-7.538187503814697
11.0,7.0,-8.511906623840332,-4.9040207862854
11.0,8.0,-15.658638954162598,-5.9727091789245605
11.0,9.0,-13.934070587158203,-7.401213645935059
11.0,10.0,-16.509525299072266,-9.936767578125
11.0,11.0,-17.538291931152344,-6.633458614349365
11.0,12.0,-11.426332473754883,-4.817006587982178
11.0,13.0,-12.021661758422852,-6.933063983917236
11.0,14.0,-26.079490661621094,-5.24762487411499
11.0,15.0,-9.941267013549805,-5.758469581604004
11.0,16.0,-18.856403350830078,-4.9409990310668945
11.0,17.0,-15.563531875610352,-9.30256462097168
11.0,18.0,-16.13072395324707,-7.372206687927246
11.0,19.0,-12.157455444335938,-6.721871376037598
11.0,20.0,-21.52517318725586,-7.111400604248047
11.0,21.0,-5.902967929840088,-4.781954288482666
11.0,22.0,-19.703533172607422,-7.306305885314941
11.0,23.0,-7.009827613830566,-8.614558219909668
11.0,24.0,-16.41781234741211,-7.027034759521484
11.0,25.0,-17.860645294189453,-8.051187515258789
11.0,26.0,-4.757931232452393,-7.324784755706787
11.0,27.0,-21.11672592163086,-6.499757289886475
11.0,28.0,-4.6058807373046875,-3.142265796661377
11.0,29.0,-20.117563247680664,-5.688047409057617
11.0,30.0,-16.244659423828125,-5.043524742126465
11.0,31.0,-23.384288787841797,-8.409343719482422
11.0,32.0,-14.297807693481445,-7.994633197784424
11.0,33.0,-22.45819854736328,-7.725696563720703
11.0,34.0,-7.0800299644470215,-7.465357780456543
11.0,35.0,-19.67430877685547,-4.015468597412109
11.0,36.0,-18.01478385925293,-6.301146507263184
11.0,37.0,-9.747048377990723,-8.082940101623535
11.0,38.0,-24.86453628540039,-8.574597358703613
11.0,39.0,-7.136416435241699,-8.826931953430176
11.0,40.0,-30.3880615234375,-5.301799774169922
12.0,1.0,-12.574403762817383,1.72688627243042
12.0,2.0,-15.953143119812012,-5.913063049316406
12.0,3.0,-19.573789596557617,-3.957998752593994
12.0,4.0,-19.225059509277344,-6.244947910308838
12.0,5.0,-24.412368774414062,-7.097246170043945
12.0,6.0,-9.575511932373047,-8.1531343460083
12.0,7.0,-24.357513427734375,-6.542480945587158
12.0,8.0,-14.493144989013672,-2.089179039001465
12.0,9.0,-20.790603637695312,-7.629640579223633
12.0,10.0,-19.897178649902344,-8.582540512084961
12.0,11.0,-15.317717552185059,-9.240435600280762
12.0,12.0,-19.253406524658203,-6.16364049911499
12.0,13.0,-20.667898178100586,-4.3535661697387695
12.0,14.0,-11.951091766357422,-6.911818027496338
12.0,15.0,-24.580596923828125,-8.769845962524414
12.0,16.0,-4.165104389190674,-7.15618896484375
12.0,17.0,-21.105287551879883,-7.282630920410156
12.0,18.0,-11.748213768005371,-6.326485633850098
12.0,19.0,-21.636579513549805,-4.7465291023254395
12.0,20.0,-5.900815486907959,-6.330087184906006
12.0,21.0,-28.736831665039062,-5.921335697174072
12.0,22.0,-18.005615234375,-5.953122138977051
12.0,23.0,-11.198587417602539,-6.299867630004883
12.0,24.0,-16.98816680908203,-5.686484336853027
12.0,25.0,-15.7927885055542,-2.7380919456481934
12.0,26.0,-32.871116638183594,-7.624403476715088
12.0,27.0,-5.811625003814697,-4.615489959716797
12.0,28.0,-13.195606231689453,-7.398567199707031
12.0,29.0,-31.418338775634766,-3.9538984298706055
12.0,30.0,-27.506193161010742,-6.912967681884766
12.0,31.0,-14.096342086791992,-7.117803573608398
12.0,32.0,-21.726417541503906,-5.998579978942871
12.0,33.0,-14.116914749145508,-7.570687770843506
12.0,34.0,-29.05699348449707,-7.700291156768799
12.0,35.0,-9.096803665161133,-9.396967887878418
12.0,36.0,-16.014490127563477,-7.305423259735107
12.0,37.0,-18.73226547241211,-7.972574710845947
12.0,38.0,-20.94061279296875,-7.4505181312561035
12.0,39.0,-14.824763298034668,-9.102428436279297
12.0,40.0,0.9981287717819214,-4.921422958374023
13.0,1.0,-20.440574645996094,-2.0908889770507812
13.0,2.0,-14.91342544555664,-5.719045162200928
13.0,3.0,-23.943283081054688,-8.232076644897461
13.0,4.0,-27.905302047729492,-8.193572998046875
13.0,5.0,-15.364053726196289,-5.922186851501465
13.0,6.0,-25.26734733581543,-7.651373386383057
13.0,7.0,-14.151355743408203,-3.946315288543701
13.0,8.0,-23.760547637939453,-4.347853660583496
13.0,9.0,-19.122358322143555,-3.3991739749908447
13.0,10.0,-18.156387329101562,-6.364964008331299
13.0,11.0,-19.00891876220703,-7.782938480377197
13.0,12.0,-26.72854995727539,-7.633105754852295
13.0,13.0,-14.25627326965332,-6.049637317657471
13.0,14.0,-25.770404815673828,-5.657340049743652
13.0,15.0,-12.598505020141602,-5.155705451965332
13.0,16.0,-31.14634895324707,-8.364019393920898
13.0,17.0,-12.41612434387207,-6.903234004974365
13.0,18.0,-24.69514274597168,-7.919686317443848
13.0,19.0,-19.552444458007812,-7.811779022216797
13.0,20.0,-25.91884994506836,-7.063132286071777
13.0,21.0,-13.03083610534668,-8.560230255126953
13.0,22.0,-19.541704177856445,-6.7357282638549805
13.0,23.0,-27.55942153930664,-9.225068092346191
13.0,24.0,-17.038543701171875,-7.665088653564453
13.0,25.0,-15.56563949584961,-5.679635524749756
13.0,26.0,-18.895580291748047,-4.799553871154785
13.0,27.0,-23.67949867248535,-6.863118648529053
13.0,28.0,-15.953862190246582,-7.987906455993652
13.0,29.0,-30.41581153869629,-6.7582926750183105
13.0,30.0,-19.46215057373047,-8.666391372680664
13.0,31.0,-30.047889709472656,-7.274530410766602
13.0,32.0,-8.854440689086914,-3.148841619491577
13.0,33.0,-16.507936477661133,-10.660738945007324
13.0,34.0,-18.33086395263672,-6.959179401397705
13.0,35.0,-35.429718017578125,-6.9176025390625
13.0,36.0,-20.062362670898438,-8.024954795837402
13.0,37.0,-25.122987747192383,-7.6016364097595215
13.0,38.0,-20.13575553894043,-7.342812538146973
13.0,39.0,-26.679468154907227,-5.597506523132324
13.0,40.0,-2.2148213386535645,1.8415846824645996
14.0,1.0,-18.322826385498047,2.9992990493774414
14.0,2.0,-31.87136459350586,-3.2389140129089355
14.0,3.0,-25.832332611083984,-4.039333820343018
14.0,4.0,-29.25907325744629,-6.989720344543457
14.0,5.0,-22.20061492919922,-6.958498001098633
14.0,6.0,-31.97010040283203,-8.527877807617188
14.0,7.0,-21.217884063720703,-6.056948184967041
14.0,8.0,-16.861408233642578,-7.169580459594727
14.0,9.0,-18.906768798828125,-3.9656007289886475
14.0,10.0,-33.88688659667969,-7.103400707244873
14.0,11.0,-20.633380889892578,-7.352329730987549
14.0,12.0,-21.729812622070312,-8.090224266052246
14.0,13.0,-28.999652862548828,-7.539504528045654
14.0,14.0,-25.449432373046875,-6.882894515991211
14.0,15.0,-17.47501564025879,-8.723026275634766
14.0,16.0,-24.228519439697266,-6.65221643447876
14.0,17.0,-25.067007064819336,-10.160378456115723
14.0,18.0,-25.47283172607422,-6.347932815551758
